codigo;region;nombre_comuna;poblacion;pobreza_n;pobreza_p;limite_inferior;limite_superior
3301;Atacama;Vallenar;57266;9,45697512306477e+03;0,16514118539909850;0,14095325185569299;0,1893291189425039
3302;Atacama;Alto Del Carmen;5763;1,60693302780710e+03;0,27883620125058078;0,18886281260914770;0,3688095898920139
3303;Atacama;Freirina;7790;2,22545918665117e+03;0,28568153872287222;0,22371194983483489;0,3476511276109094
3304;Atacama;Huasco;11485;2,04524732199058e+03;0,17807987130958489;0,13226298055853719;0,2238967620606325
4101;Coquimbo;La Serena;260599;3,41509817018664e+04;0,13104801515687459;0,10195047749544690;0,1601455528183022
4102;Coquimbo;Coquimbo;268325;4,48743858465871e+04;0,16723892982982261;0,13092038249803961;0,2035574771616055
4103;Coquimbo;Andacollo;11819;2,28733183705075e+03;0,19353006489980121;0,13071714773558729;0,2563429820640150
4104;Coquimbo;La Higuera;4508;1,33120256137288e+03;0,29529781751838541;0,22723714080760227;0,3633584942291685
4105;Coquimbo;Paiguano;4695;7,10780987042350e+02;0,15139105155321619;0,09277706507730496;0,2100050380291275
4106;Coquimbo;Vicuña;30247;5,88761909871551e+03;0,19465134058635608;0,12752015451464899;0,2617825266580632
4201;Coquimbo;Illapel;32965;5,59063249963015e+03;0,16959297738905341;0,10665304610315850;0,2325329086749484
4202;Coquimbo;Canela;9535;2,27745684699757e+03;0,23885231746172730;0,16762122964132700;0,3100834052821276
4203;Coquimbo;Los Vilos;24015;5,02578884225896e+03;0,20927707025854489;0,14665709990541889;0,2718970406116709
4204;Coquimbo;Salamanca;29631;4,14541655289113e+03;0,13990133822318301;0,08180306965890699;0,1979996067874589
4301;Coquimbo;Ovalle;123252;2,21460256975175e+04;0,17968086276504611;0,13383985586067371;0,2255218696694185
4302;Coquimbo;Combarbalá;13884;3,11042292027607e+03;0,22402930857649567;0,15095838050966370;0,2971002366433276
